"INDICADOR" "NOTA" "DESDE" "HASTA"
"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)" "La inversión extranjera directa constituye la entrada neta de de inversiones para obtener un control de gestión duradero (por lo general, un 10% o más  de las acciones que confieren derecho de voto) de una empresa que funciona en un país que no es el del inversionista.  Es la suma del capital accionario, la reinversión de las ganancias, otras formas de capital a largo plazo y capital a corto plazo, tal como se describe en la balanza de pagos. Esta serie refleja el neto total, es decir, la IED neta en la economía informante proveniente de fuentes extranjeras menos la IED neta de la economía informante hacia el resto del mundo. Esta serie refleja las entradas netas en la economía informante y se divide por el PIB. Datos en US$ a precios actuales." 1970 2017
"Inversión extranjera directa, neta (balanza de pagos, US$ a precios actuales)" "La inversión extranjera directa (IED) es la entrada neta de inversiones para adquirir un control de gestión duradero (10% o más  de las acciones con derecho de voto) en una empresa que funciona en un país que no es el del inversionista. Es la suma del capital accionario, la reinversión de las ganancias, otras formas de capital a largo plazo y capital a corto plazo, tal como se describe en la balanza de pagos. Esta serie refleja el neto total, es decir, la IED neta en la economía informante proveniente de fuentes extranjeras menos la IED neta de la economía informante hacia el resto del mundo. Datos en US$ a precios actuales." 1976 2017
"Inversión extranjera directa, salida neta de capital (% del PIB)" "La inversión extranjera directa constituye la entrada neta de de inversiones para obtener un control de gestión duradero (por lo general, un 10% o más  de las acciones que confieren derecho de voto) de una empresa que funciona en un país que no es el del inversionista.  Es la suma del capital accionario, la reinversión de las ganancias, otras formas de capital a largo plazo y capital a corto plazo, tal como se describe en la balanza de pagos. Esta serie muestra las salidas netas de inversiones desde la economía informante hacia el resto del mundo y se divide por el PIB." 1980 2017
"Inversión extranjera directa, salidas netas (BDP, USD a precios actuales)" "Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world. Data are in current U.S. dollars." 1980 2017
"Inversión neta en activos no financieros (% del PIB)" "Net investment in government nonfinancial assets includes fixed assets, inventories, valuables, and nonproduced assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. Net investment in nonfinancial assets also includes consumption of fixed capital." 1986 2007
"Inversión neta en activos no financieros (UMN actual)" "Net investment in government nonfinancial assets includes fixed assets, inventories, valuables, and nonproduced assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. Net investment in nonfinancial assets also includes consumption of fixed capital." 1986 2007
"Inversiones de cartera, bonos (PPG +PNG) (NFL, US$ a precios actuales)" "Los bonos son valores emitidos con una tasa fija de interés por un período de más de un año. Incluyen los flujos netos a través de emisiones de bonos transfronterizos públicos y con garantía pública y privados no garantizados.   Datos en US$ a precios actuales." 1970 2017
"Inversiones de cartera, entrada neta de capital (balanza de pagos, US$ a precios actuales)" "Los valores en cartera incluyen la entrada neta de valores de renta variable, que no sean los registrados como inversiones directas e incluyen acciones, valores, recibos de depósito (estadounidenses o mundiales) y compras directas de acciones en los mercados de valores locales por parte de inversiones extranjeros. Datos en US$ a precios actuales." 1976 2017
"Inversiones de cartera, neta (balanza de pagos, US$ a precios actuales)" "Las inversiones de cartera, excluido el pasivo que constituye las reservas de autoridades extranjeras, abarca las transacciones en participaciones de capital y títulos de deuda. Datos en US$ a precios actuales." 1979 2017
"Inversiones en agua y servicios sanitarios con participación privada (US$ a precios actuales)" "Las inversiones en agua y servicios sanitarios con participación privada abarcan los proyectos de infraestructura de agua y servicios sanitarios que hayan llegado a un cierre financiero y presten servicios al público directa o indirectamente. Se excluyen los activos muebles, los incineradores y los proyectos referidos a los residuos sólidos separados. Los tipos de proyectos que se incluyen son los contratos de operación y gestión, los contratos de operación y gestión con grandes gastos de capital, los proyectos totalmente nuevos (en los que una entidad privada o una empresa conjunta público-privada construye y opera nuevas instalaciones) y las desinversiones. Los compromisos de inversión son la suma de las inversiones en instalaciones y en activos del Gobierno. Las inversiones en instalaciones son los recursos que la empresa del proyecto se compromete a invertir durante el período del contrato ya sea en nuevas instalaciones o en la expansión y modernización de las instalaciones preexistentes. Las inversiones en activos del Gobierno son los recursos que gasta la empresa del proyecto para adquirir activos del Gobierno como empresas estatales, derechos para brindar servicios en un área determinada o el uso de espectros específicos de radio. Datos en US$ a precios actuales." 1997 1999
"Investigadores dedicados a investigación y desarrollo (por cada millón de personas)" "Los investigadores dedicados a investigación y desarrollo son profesionales que se dedican al diseño o creación de nuevos conocimientos, productos, procesos, métodos o sistemas, y a la gestión de los proyectos correspondientes. Se incluyen los estudiantes de doctorados (nivel 6 de la CINE 97 ) dedicados a investigación y desarrollo." 1998 2010
"La cláusula de no discriminación hace referencia al género en la constitución (1=sí; 0=no)" "Nondiscrimination clause mentions gender in the constitution is whether there is a nondiscrimination clause in the constitution which mentions gender.  The answer to be “Yes,” the constitution must use either the word discrimination or the word nondiscrimination or even when there is a “clawback” provision granting exceptions to the nondiscrimination clause for certain areas of the law, such as inheritance, family and customary law. The answer is “No” if there is no nondiscrimination provision, or the nondiscrimination language is present in the preamble but not in an article of the constitution, or there is a provision that merely stipulates that the sexes are equal, or the sexes have equal rights and obligations. The answer is \"N/A\" if there is no nondiscrimination provision." 2009 2017
